brand_id,avg_rating
212,4.428571429
353,4.475409836
943,4.101225866
931,4.244186047
368,4.101225866
46,4.2
783,4.303102625
776,3.540650407
845,4.033854167
841,4.346366341
171,3.941326531
242,4.547413793
583,4.303108808
829,4.220264317
38,4.095425868
772,4.2
554,4.101225866
890,4.916666667
287,3.31372549
1014,4.101225866
331,4.101225866
147,4.101225866
698,4.101225866
750,4.248415716
962,4.032884903
750,4.40990991
783,3.948499444
962,4.254032258
75,4.385487528
531,4
363,4.293814433
239,3.818181818
125,4.164556962
444,4.164383562
353,4.662068966
776,3.62962963
705,4.101225866
544,4.101225866
596,4.454545455
488,4.101225866
750,4.144863267
903,4.163624921
903,4.451145959
903,4.328877005
75,4.231191653
376,3.671974522
50,3.977777778
75,4.207964602
133,4.875
776,4.666666667
783,4.185185185
928,4.338709677
353,4.101225866
133,4.101225866
812,4.101225866
660,4.101225866
983,4.101225866
783,4.501831502
239,4.104166667
793,3.991285403
962,4.171206226
75,4.181818182
868,4.727272727
779,3.959601874
806,4.37037037
554,4.101225866
671,4.077951002
72,4.086956522
353,4.325
793,4.234375
125,4.428571429
41,4.101225866
806,4.101225866
903,4.101225866
66,4.331994645
760,3.959677419
131,4.268493151
783,4.307320998
141,4.209302326
847,4.3
554,4.235294118
945,4.057426836
75,4.154185022
931,3.875
958,4.101225866
353,4.52173913
78,3.903225806
13,4.473684211
903,4.101225866
555,4.101225866
885,4.101225866
131,3.83858899
38,4.093285653
750,4.300225734
233,3.483394834
956,4.399253731
688,4.266958425
681,4.241935484
544,4.241758242
72,3.96
983,4.416666667
776,4.101225866
70,4.727272727
147,4.101225866
46,4.101225866
147,4.101225866
784,4.101225866
1002,4.101225866
731,3.908896034
79,4.285094067
750,4.53115727
376,3.510869565
783,4.083743842
783,4.209018568
75,4.370165746
514,4.283783784
750,4.392720307
544,4.101225866
583,3.951724138
133,4.101225866
242,4.101225866
931,4.101225866
216,4.101225866
353,4.101225866
285,4.101225866
131,4.161904762
653,4.163286531
583,4.432692308
845,4.43163309
783,4.117647059
579,4.044444444
353,4.481595092
554,4.101225866
444,4.17571885
750,4.6
706,4.101225866
674,4.101225866
356,4.101225866
398,4.101225866
903,4.101225866
169,4.101225866
488,4.101225866
783,4.048248513
363,4.280701754
363,4.8
583,3.826737968
509,4.338235294
555,4.517241379
604,4.042253521
750,4.101225866
50,4.2
841,4.25
353,4.101225866
596,4.101225866
473,4.101225866
353,4.101225866
848,4.101225866
287,4.101225866
597,4.101225866
131,4.01744186
688,4.278657968
579,4.226133333
242,4.245762712
750,4.429149798
420,4.044416244
374,4.37254902
903,3.591836735
75,3.818181818
841,3.75
133,4.101225866
596,4.101225866
147,4.101225866
931,4.101225866
541,4.101225866
706,4.101225866
104,4.101225866
801,4.440979955
750,4.536094675
365,4.341365462
750,4.401869159
688,4.400696864
509,4.223880597
783,3.690607735
783,4.866666667
239,4.277777778
374,4.5
444,3.94214876
374,4.333333333
314,4.101225866
353,4.2
627,4.4
488,4.101225866
147,4.101225866
75,4.045454545
903,4.247524752
903,3.979626486
750,4.471962617
750,4.095975232
397,4.299941759
734,4.6
389,4.171428571
903,4.393617021
710,4.184210526
130,4.857142857
931,3.8
832,4.101225866
544,4.101225866
147,4.101225866
353,4.101225866
84,4.101225866
903,4.325870647
787,3.5
750,4.371621622
125,4.457446809
125,4.065868263
363,4.5
75,4.084249084
583,3.472727273
711,4.259259259
250,4.101225866
776,4.101225866
544,4.101225866
287,4.101225866
502,4.101225866
27,4.461538462
555,4.101225866
868,4.083969466
903,4.139562743
551,4.388888889
750,3.822372284
726,4.175324675
75,3.65
726,4.375
554,4.101225866
389,4.588235294
179,4.101225866
458,3.5
962,4.276923077
596,4.194444444
313,4.101225866
186,4.101225866
555,4.101225866
907,4.101225866
171,4.430317848
52,3.953125
708,4.333333333
945,3.751404494
673,4.495575221
408,4.204935174
125,4.112612613
135,3.987341772
133,4.101225866
95,3.87037037
779,4.108433735
353,4.52
458,4.444444444
309,4.291666667
964,4.101225866
848,4.101225866
444,4.101225866
750,4.115844156
1007,4.192307692
618,4.091139241
458,4.274413099
962,3.878125
504,4.142857143
509,4.310539019
783,4.269230769
554,4.101225866
706,4.444444444
50,4.512820513
374,4
783,4.277777778
586,4.101225866
832,4.101225866
107,4.101225866
903,4.326612903
903,3.915567282
750,4.060150376
663,4.484848485
95,4.28226445
544,4.101225866
618,4.256615878
212,3.722222222
583,4.143478261
173,4.101225866
962,4.131313131
776,4.101225866
389,3.125
309,4.101225866
353,4.263157895
331,4.101225866
604,4.101225866
133,3.8
845,4.095238095
903,4.23880597
868,4.857142857
799,4.373737374
554,4.101225866
779,4.150289017
439,4.1875
750,4.101225866
810,4.252148997
353,4.052631579
279,4.101225866
960,4.35
46,4.101225866
424,4.101225866
854,4.101225866
543,4.101225866
903,4.311958406
787,3.482300885
397,4.222585692
750,4.40600316
799,4.428571429
7,4.457831325
931,4.101225866
691,3.694444444
750,4.285714286
583,4.155844156
242,4.101225866
489,4.101225866
328,4.101225866
572,4.101225866
832,4.101225866
848,4.101225866
426,4.101225866
903,4.436416185
458,3.53125
75,4.092243187
365,4.325
868,4.346153846
75,4.038961039
488,4.363636364
3,4.611111111
544,4.101225866
799,4.428571429
544,4.25
675,4.101225866
313,4.101225866
841,4.101225866
239,4.101225866
287,3.428571429
133,4.101225866
439,3.86827957
230,4.103869654
354,2.888888889
77,4.239416058
962,3.828985507
903,4.572528883
554,4.53125
398,4.392857143
75,3.99122807
389,4.15
151,4.101225866
75,4.101225866
313,4.101225866
226,4.101225866
98,4.101225866
285,4.101225866
958,4.101225866
133,4.204081633
214,3.946804713
845,3.985714286
971,4.569230769
416,4.101225866
783,4.279816514
363,4.355035605
945,3.939393939
587,4.101225866
962,4.277777778
142,4.101225866
507,4.101225866
353,4.571428571
846,4.101225866
706,4.101225866
207,4.101225866
1002,4.101225866
787,3.804979253
131,3.982978723
38,3.85701107
750,3.994680851
688,4.147058824
279,4.514084507
353,4.833333333
832,4.101225866
374,4
583,3.943005181
544,4.101225866
356,4.101225866
125,4.888888889
427,4.101225866
412,4.101225866
887,4.101225866
832,4.101225866
897,3.934699104
66,4.128
783,4.079147641
37,4.215628357
1,4.573529412
356,3.862652869
530,4.323529412
242,4.536585366
133,4.101225866
353,4.46875
204,4.101225866
544,4.101225866
554,4.101225866
931,4.714285714
631,4.101225866
136,4.101225866
712,4.101225866
19,4.109164897
783,4.423380727
750,4.553398058
951,4.12522686
554,4.120481928
162,4.101225866
868,4.222222222
551,4.101225866
357,3.807692308
903,4.032786885
460,4.677419355
530,4.357142857
356,4.101225866
353,4.6
328,4.101225866
291,4.101225866
287,4.101225866
841,4.396703718
903,4.314781022
230,3.807748538
674,4.170731707
239,4.333333333
776,3.528985507
903,5
79,3.55721393
1011,4.114285714
776,4.101225866
489,4.101225866
987,3.428571429
776,4.101225866
544,4.101225866
473,4.101225866
846,4.101225866
314,4.2
557,3.919075145
75,4.076846307
962,4.271828666
936,3.847457627
162,3.36
1014,4.043478261
417,3.79966611
405,3.642857143
544,4.588235294
583,4.152173913
767,4.101225866
557,4.101225866
353,4.582781457
427,4.101225866
931,3.931034483
282,4.4
555,4.101225866
171,4.305921053
336,4.159663866
554,3.876
530,4.456790123
242,4.382978723
431,4.333333333
353,4.153846154
557,3.769230769
969,4
958,4.4
845,4
544,4.101225866
931,4.517241379
931,4.101225866
611,4.101225866
133,4.101225866
293,4.101225866
750,4.476190476
404,4
162,4.419354839
727,3.772727273
958,3.6
799,4.101225866
841,4.3125
783,3.632653061
945,4.101225866
951,3.454545455
207,3.428571429
226,4.101225866
848,4.101225866
444,4.333333333
75,4.101225866
544,4.101225866
962,4.10373444
365,4.530526316
726,3.6
544,4.101225866
381,4.625
507,4.6
427,4.101225866
958,4.101225866
928,4.551724138
179,4.101225866
296,4.101225866
952,4.666666667
391,3.872340426
848,4.101225866
869,4.101225866
688,4.101225866
353,4.101225866
533,4.305263158
421,4.210526316
50,4.297619048
921,3.919191919
787,3.96
868,4.04
75,3.934285714
75,4.164444444
353,4.833333333
458,4.101225866
544,3.739130435
133,4.101225866
439,4.44
414,4.101225866
363,4.101225866
534,4.101225866
353,4.101225866
688,4.08086785
125,4.345588235
131,4.339285714
232,4.452380952
903,4.067669173
773,3.625
133,3.5
750,3.866666667
583,4.406593407
806,4.101225866
330,4.101225866
931,4.101225866
398,4.101225866
313,4.101225866
652,4.101225866
222,4.101225866
353,4.101225866
903,4.088
750,3.960505529
793,4.085714286
242,4.101225866
279,4.368421053
554,4.577777778
357,4.373134328
945,3.531531532
776,4.288888889
945,3.794247788
544,4.101225866
786,4.571428571
527,4.101225866
360,4.101225866
865,4.101225866
801,4.101225866
52,4.101225866
839,3.979591837
903,4.388297872
783,4.208806818
66,4.571428571
750,4.111111111
660,3.423076923
779,4.392857143
799,4.101225866
783,4.160714286
875,3.865384615
133,4.101225866
179,4.333333333
976,2
512,3.5
444,3.6
78,4.101225866
555,4.101225866
783,4.238095238
930,4.204585538
125,4.508333333
903,3.94980695
962,4.542857143
279,4.483870968
783,4.208333333
227,4.233959819
801,4.101225866
404,3.857142857
313,4.818181818
668,4.888888889
313,4.101225866
287,4.101225866
82,3.5
931,4.101225866
931,4.101225866
726,4.017045455
79,4.347490347
583,4.086805556
381,4.513513514
363,4.099770642
263,4.310344828
832,4.515625
125,4.454545455
903,4.35
509,4.298850575
544,4.101225866
555,4.101225866
949,4.25
630,4.101225866
544,4.101225866
98,4.101225866
353,4.101225866
242,4.415584416
230,4.300851466
776,3.954220315
279,4.302681992
239,4.095238095
544,4.204545455
1014,4
526,4.56
397,4.105263158
353,4.545454545
50,3.642857143
649,4.101225866
776,4.193548387
832,4.101225866
799,4.101225866
903,4.101225866
52,4.101225866
259,3.818359375
787,3.731707317
66,4.299465241
783,3.953736655
858,4.235
357,4.454545455
931,4.454545455
544,4.526315789
133,4.101225866
22,3.421052632
902,4.101225866
660,4.101225866
346,4.101225866
971,4.101225866
253,4.101225866
52,4.101225866
111,4.101225866
956,4.364195533
783,4.143987342
439,4.21875
776,3.927419355
131,4.120805369
239,2.962962963
750,4.117021277
458,4.357142857
357,3.923076923
783,4.308900524
827,5
133,4.101225866
239,4.101225866
652,4.101225866
389,4.101225866
86,4.101225866
16,4.101225866
258,4.235294118
841,4.512544803
404,4.103896104
750,4.394736842
706,4.101225866
783,4.307692308
507,4.4
75,4.538461538
509,4.603448276
323,4.363636364
846,4.101225866
544,4.101225866
84,4.101225866
931,4.101225866
848,4.101225866
475,4.101225866
287,4.101225866
903,4.246153846
799,4.236821245
66,4.105263158
779,4.330663616
133,4.101225866
544,3.571428571
868,4.101225866
652,5
353,4.101225866
114,4.101225866
970,4.101225866
473,4.101225866
91,4.101225866
595,4.101225866
147,4.101225866
943,4.101225866
363,4.101225866
521,4.552631579
750,4.198473282
750,4.441176471
760,3.769230769
353,4.3125
79,3.736111111
554,4.101225866
769,3.277777778
945,3.574074074
723,4.101225866
554,4.833333333
95,4.6
272,4.101225866
583,3.933333333
613,4.101225866
832,4.101225866
848,4.101225866
903,3.982222222
272,4.037037037
921,4.074829932
706,4.101225866
896,3.666666667
722,4.333333333
242,4
858,4.5125
451,3.458333333
260,4.101225866
903,4.101225866
604,3.935897436
903,4.322429907
544,4.2
943,4.101225866
439,4.101225866
135,4.101225866
398,4.193548387
783,4.337899543
921,4.369565217
418,4.225806452
75,3.597222222
750,4
75,3.553571429
507,4.565217391
663,4.125
16,4.101225866
353,4.5
50,3.555555556
387,4.101225866
432,5
46,4.101225866
393,4.101225866
353,4.101225866
903,4.4002079
783,3.97254902
750,4.101225866
846,3.666666667
760,3.857142857
866,4.8125
750,4.25
799,4.4
572,4.101225866
969,4.101225866
596,3.481481481
427,4.101225866
502,4.101225866
111,4.101225866
170,4.101225866
331,4.101225866
52,4.101225866
845,4.266666667
179,4.049180328
363,4.55
903,3.942446043
397,4.144257703
832,4.101225866
583,3.758865248
279,3.285714286
75,4.555555556
572,4.101225866
162,4.101225866
313,4.101225866
595,4.101225866
583,4.101225866
1017,4.101225866
398,4.101225866
353,4.101225866
750,4.071742313
260,4.434782609
458,4.15819209
688,4.392857143
279,4.4
217,4.325
858,4.469135802
783,4
776,4.101225866
507,5
832,4.101225866
430,4.101225866
563,4.101225866
361,4.012539185
987,4
958,4
52,4
125,4.166417539
75,4.043052838
760,4.210526316
903,3.509090909
626,4.101225866
439,4.25
544,3.857142857
951,4.282608696
242,4.571428571
496,4.4
824,3.641509434
976,4.5
544,3.5
846,4.101225866
964,4.101225866
353,4.101225866
200,4.101225866
363,4.102841678
903,4.367961935
783,4.273417722
279,4.588235294
750,4.101225866
512,4.4
931,4.818181818
162,4.101225866
842,3.125
846,4.101225866
841,4.352941176
555,4.101225866
583,4
381,3.848484848
1014,4.101225866
936,4.101225866
135,4.101225866
242,4.098265896
544,3.827586207
799,4.423076923
858,4.567901235
544,3.9375
866,4.555555556
544,4.101225866
800,4.101225866
95,4.101225866
983,4
133,4.101225866
95,3.625
60,4.101225866
37,3.181818182
754,4.101225866
931,4.101225866
147,4.101225866
962,3.845333333
783,4.237966102
750,4.486842105
509,4.540229885
767,4.101225866
750,4.126159555
728,4.366666667
353,3.75
903,4.545454545
962,4.5
759,4.208955224
125,4.5
563,4.101225866
147,4.101225866
363,4.101225866
931,4.101225866
563,4.101225866
122,3.816470588
362,4.19
841,4.435714286
783,4.184375
971,4.25
903,4.51689612
374,3.857142857
551,4.609375
708,3.6
890,4.101225866
945,3.986842105
50,4.238095238
318,4.101225866
832,4.101225866
360,4.101225866
544,4.101225866
251,4.101225866
567,3
405,4.206382979
239,4.420512821
472,4.65
363,4.10619469
931,3.06
263,4.4
750,4.777777778
943,4.101225866
760,4.428571429
675,4.101225866
353,4.785714286
824,4.101225866
777,4.101225866
563,4.101225866
353,4.101225866
776,4.101225866
362,3.651685393
945,3.839607084
842,3.814159292
217,3
882,4.192771084
554,4.316831683
1014,4.727272727
242,4.666666667
458,3.720588235
903,4.241935484
725,4.101225866
1006,4.101225866
976,3.25
147,4.101225866
147,4.101225866
368,4.101225866
1002,4.101225866
799,3.99205298
439,3.71875
279,4.322580645
971,4.432432432
858,4.808510638
162,3.041666667
283,4.133333333
230,4.103448276
353,4.50617284
958,4.101225866
133,4.101225866
783,4.294117647
962,4.064935065
160,4.333333333
675,4.101225866
727,4.101225866
583,4.101225866
1007,4.144808743
356,3.792478173
162,4.014925373
750,4.211031175
239,4.392370572
100,4.205980066
79,4.125
956,3.647058824
846,3.75
397,4.227906977
583,4.065789474
845,4.25
75,4.101225866
252,4.101225866
234,4.101225866
46,4.101225866
551,4.101225866
783,4.101225866
903,4.021298174
389,4.375471698
439,3.927835052
691,4.170886076
618,4.250972763
421,3.984496124
357,2.8
512,5
555,4.101225866
353,4.101225866
544,4.101225866
734,4.101225866
734,4.101225866
848,4.101225866
360,4.101225866
279,4.101225866
962,4.259872242
242,4.084745763
458,4.530120482
663,4.363636364
356,4.226744186
750,4.462025316
717,3.285714286
278,4.101225866
779,4.168224299
986,4.101225866
236,4.101225866
544,4.333333333
832,4.101225866
458,4.101225866
936,4.101225866
57,4.101225866
52,4.101225866
688,4.414893617
930,4.169712794
57,4.101225866
903,4.292246521
603,4.3125
230,4.345238095
68,4.101225866
1020,4.101225866
444,4.40237691
825,3.79245283
544,4.142857143
458,4.101225866
147,4.101225866
762,4.101225866
353,4.101225866
832,4.101225866
353,4.101225866
845,4.422222222
783,4.090909091
131,4.083333333
179,4.2
772,3.946524064
625,4.304812834
357,4.328125
850,3.781407035
259,4.101225866
478,4.142857143
715,4.727272727
356,3.785714286
287,4.101225866
846,4.101225866
313,4.101225866
98,4.101225866
555,4.101225866
776,4.060913706
706,4.315789474
799,4.301020408
767,4.101225866
776,4.101225866
52,5
776,4.692307692
507,4.101225866
835,4.333333333
758,4.101225866
544,5
427,4.101225866
576,4.101225866
353,4.101225866
353,4.101225866
353,4.101225866
104,4.101225866
783,4.351351351
389,4.1213263
179,3.826086957
77,4.026548673
767,4.101225866
309,4.5
812,3.76744186
1014,4.101225866
544,4.101225866
706,4.285714286
958,4.101225866
125,4.222222222
962,4.555555556
776,3
544,4
47,4.101225866
147,4.101225866
841,4.373696872
762,4.19047619
930,4.5
583,4.376226827
224,4.063492063
398,4.608695652
397,4.2
353,4.333333333
554,4.035714286
793,4.090909091
239,3.74
958,4.101225866
734,4.101225866
903,4.272727273
675,4.101225866
314,3.6
931,4.101225866
726,3.9
446,4.476190476
454,4.205882353
66,4.571573604
903,4.392330383
731,3.46875
324,4.37704918
931,3.5
897,4.055555556
845,4.411764706
353,4.848484848
544,3.8
675,4.101225866
668,4.101225866
91,4.101225866
630,4.101225866
151,4.101225866
441,4.176282051
353,4.373534338
750,4.117647059
750,4.333333333
760,4.333333333
958,4.846153846
353,4.066666667
825,4.037037037
427,4.101225866
397,4.101225866
389,4.101225866
675,4.101225866
133,4.6
313,4.101225866
779,4.101225866
563,4.101225866
146,4.101225866
180,3.918367347
783,4.15625
131,3.677419355
258,4.31147541
750,4.101225866
858,4.391304348
968,3.538461538
853,4.6
75,4.571428571
297,4.101225866
313,4.428571429
675,4.101225866
349,4.101225866
261,4.101225866
292,4.101225866
958,4.101225866
353,4.101225866
688,4.058199247
1007,3.764935065
750,4.310541311
903,4.36846543
260,4.101225866
162,4
376,4.105263158
776,4.101225866
767,4.428571429
507,4.058823529
104,4.818181818
675,4.101225866
498,4.101225866
776,4.101225866
721,4.101225866
169,4.101225866
104,4.101225866
841,4.239520958
131,3.830188679
930,4.333333333
760,3.727272727
362,4.101225866
998,4.234972678
799,4.646551724
554,3.65625
767,4.101225866
653,4.285714286
812,3.875
353,4.36
675,4.101225866
583,4.117647059
733,4.101225866
242,4.101225866
313,4.101225866
381,4.144927536
365,4.338902148
903,4.383928571
68,4.230769231
544,3.724137931
133,4.214285714
398,4.103174603
357,4.1
135,4.15625
903,4.408450704
832,4.101225866
793,3.625
374,4.692307692
397,4.216216216
193,4.101225866
353,4.101225866
198,4.101225866
783,4.359783589
699,4.057703405
242,4.133333333
363,4.471698113
903,3.975
133,5
750,4.101225866
999,4.142857143
700,4.2
903,2.511627907
1017,4.101225866
615,4.25
592,4.101225866
632,4.101225866
583,4.101225866
848,4.101225866
272,4.101225866
783,3.695652174
418,4.130530973
381,4.259259259
783,4.365580448
673,4.342857143
846,4.101225866
776,4.125
353,4.166666667
484,4.4
832,4.101225866
544,3.4
208,4.101225866
983,4.101225866
475,4.101225866
776,4.101225866
596,4
111,4.101225866
381,4.444444444
943,3.956521739
783,4.140651801
357,4.362068966
50,4
25,4.101225866
618,4.155963303
583,4.29787234
431,4.101225866
968,4.101225866
958,4.833333333
287,3.176470588
489,4.101225866
762,4.101225866
727,4.101225866
47,4.101225866
903,4.445901639
133,4.307692308
663,4.375
404,4.033333333
458,3.7
850,4.368421053
444,3.859259259
799,4.447368421
544,4.101225866
472,4.6
783,4.526315789
832,4.101225866
238,4.101225866
848,4.101225866
444,4.101225866
563,4.101225866
964,4.101225866
783,4.218211649
554,4.205298013
554,4
897,4.085714286
469,4.101225866
903,3.834586466
397,3.708333333
868,3.75
330,4.101225866
133,4.101225866
554,3.833333333
800,2.75
4,4.101225866
727,4.101225866
47,4.101225866
507,4.101225866
712,4.101225866
75,4.09618442
242,4.19047619
900,4.411764706
725,4.02173913
25,4.101225866
357,4.101225866
353,4.351351351
544,4.517241379
365,4.131313131
783,4.411764706
800,4.101225866
908,4.111111111
353,4.677419355
125,4.2
261,4.101225866
870,4.101225866
963,4.101225866
750,3.47151277
562,4.086884339
131,3.475694444
841,4.020408163
750,4.090909091
673,4.101225866
439,4.333333333
507,3.952380952
903,4.267605634
625,3.722222222
1006,4.101225866
458,4.101225866
407,4.101225866
47,4.101225866
776,4.101225866
170,4.101225866
670,4.101225866
868,4.331989247
125,4.409395973
544,4
760,3.307692308
750,4.538461538
842,4.074626866
75,4.026315789
931,4.101225866
467,3.956043956
176,4.101225866
762,4.101225866
234,4.101225866
282,4.101225866
910,4.101225866
783,4.101225866
353,4.101225866
133,4.101225866
583,4.370535714
404,4.242424242
389,3.777777778
783,4.283018868
50,3.962962963
799,4.475
581,2.75
353,5
868,4.101225866
715,4.5
509,4.35
706,4.101225866
234,4.101225866
52,5
353,3.5
291,4.101225866
367,4.101225866
165,4.285276074
783,4.165137615
75,3.869565217
842,3.633333333
760,4.101225866
903,3.793103448
769,4.555555556
52,4.101225866
591,3.964285714
132,4.101225866
733,4.101225866
583,4.6
297,1
762,4.101225866
733,4.101225866
544,4.101225866
147,4.101225866
751,3.914965986
149,3.769230769
544,4
75,4.1875
652,4.384615385
374,4.101225866
801,4.101225866
750,4.043956044
458,4.101225866
783,4
353,4
821,4.230769231
125,4.285714286
47,4.101225866
162,4.101225866
962,4.101225866
848,4.101225866
455,4
903,4.515625
750,4.666666667
336,4.101225866
958,4.529411765
804,4.246268657
50,4.366666667
507,3.9
992,3.736842105
728,4.909090909
353,4.101225866
133,4.326923077
983,4.101225866
47,4.101225866
261,4.101225866
292,4.101225866
319,4.101225866
750,4.6
799,4.14893617
374,4.41
544,4.101225866
776,4.03125
520,3.705882353
800,4.101225866
903,4.117647059
242,4
95,4.101225866
846,4.101225866
554,4.678571429
832,4.101225866
509,4.266666667
47,4.101225866
608,4.101225866
847,4.101225866
362,4.085217391
762,3.444444444
783,3.942386831
381,4.888888889
79,4.070058997
135,4.1
841,3.906542056
151,4.140468227
783,3.915254237
882,3.666666667
868,4.428571429
353,4.101225866
767,4.101225866
154,4.101225866
776,4
544,4.101225866
47,4.101225866
583,4.019337017
179,4.287234043
125,4.355871886
815,4.857142857
903,3.61038961
726,4.428571429
794,4.125
225,4.535211268
943,3
642,3.611111111
544,3.913043478
404,4.555555556
431,4.101225866
186,4.181818182
47,4.101225866
446,4.101225866
57,4.101225866
365,4.249513619
336,4.26
945,4.318882466
744,4
750,4.777777778
943,4.375
543,4.25
50,3.857142857
767,4.101225866
800,4.101225866
404,4.101225866
95,4.101225866
604,4.101225866
353,4.555555556
47,4.101225866
179,4.101225866
147,4.101225866
554,4.230769231
768,4.198979592
783,3.8
750,4.483443709
962,3.558303887
397,3.883833495
855,3.576923077
830,4.321428571
544,5
444,4.356435644
767,4.101225866
800,3.75
242,4.101225866
147,4.101225866
47,4.101225866
261,4.101225866
451,4.101225866
239,4.127962085
381,4.135135135
846,4.101225866
544,4.75
903,3.409090909
676,4.833333333
374,4.476190476
79,4
783,4.372262774
125,4.101225866
47,4.101225866
46,4.101225866
740,4.101225866
547,4.101225866
931,4.101225866
722,4.101225866
272,4.101225866
660,4.101225866
75,3.6
179,4.6
799,3.769230769
769,4.5
841,3.6
734,5
353,4.375
832,4.101225866
943,4.277777778
264,4.101225866
994,4.101225866
47,4.101225866
945,3.823529412
353,4.101225866
361,4.101225866
630,4.101225866
787,4.285714286
903,3.908817635
962,3.916839917
903,4.306578947
846,4.101225866
868,4.716981132
750,4.101225866
544,4.166666667
52,4.101225866
389,4.101225866
353,3.541666667
675,4.101225866
544,3.625
813,4.101225866
261,4.101225866
865,4.101225866
74,4.101225866
604,4.070086705
389,4.216216216
356,4.190184049
162,4.390243902
841,4.223880597
841,4.096153846
841,3.833333333
509,4.4375
793,3.083333333
767,4.101225866
52,4.101225866
768,3.75
646,4.101225866
530,4.75
976,2.6
675,4.101225866
925,4.101225866
956,4.143240824
903,4.318181818
750,4.5
799,4.212765957
783,4.096153846
652,4.6
95,4.516129032
50,3.5
506,4.101225866
783,4.016129032
750,4
133,4.101225866
618,3.68
135,3.833333333
397,4.101225866
530,4.6
675,4.101225866
38,3.851247601
836,4.65
444,2.854368932
711,4.447761194
734,4.101225866
958,5
776,4.101225866
800,4.101225866
665,4.101225866
1020,4.101225866
389,4.101225866
821,4.101225866
675,4.101225866
842,4.101225866
931,4.101225866
848,4.101225866
279,4.101225866
131,3.93877551
554,4.25
376,3.772727273
133,4.295081967
7,4.424242424
760,3.333333333
374,3.666666667
538,3.833333333
50,4.666666667
1006,2
179,4.101225866
95,4.101225866
846,4.101225866
675,4.101225866
692,4.277777778
961,4.101225866
353,4.833333333
242,4.181818182
731,4.139877031
95,3.5
365,4.061946903
37,4.028985507
750,4.244798583
224,4.293333333
544,4.101225866
75,3.765957447
903,4.248322148
841,4.266666667
353,4.454545455
506,4.101225866
133,4.101225866
675,4.101225866
544,4.101225866
444,4.101225866
418,4.244648318
131,3.6625
779,4.274336283
552,3.125
239,4.352941176
139,4.428571429
799,4.612903226
389,4.366666667
555,4.5
507,4.555555556
734,4.101225866
353,4.101225866
295,4.101225866
675,4.101225866
762,4.101225866
313,4.101225866
555,4.101225866
398,4.076923077
