brand_id,ratingCount
783,657
37,3724
1,136
356,1063
530,102
242,41
133,184.4794104
353,32
204,184.4794104
544,184.4794104
554,184.4794104
931,7
631,184.4794104
136,184.4794104
712,184.4794104
19,5652
783,1266
750,103
951,551
554,83
162,184.4794104
868,36
551,184.4794104
357,26
903,122
460,31
530,14
356,184.4794104
353,10
328,184.4794104
291,184.4794104
287,184.4794104
841,2609
903,1096
230,1368
674,41
239,12
776,138
903,8
79,201
1011,35
776,184.4794104
489,184.4794104
987,7
776,184.4794104
544,184.4794104
473,184.4794104
846,184.4794104
314,5
557,346
75,2004
962,607
936,59
162,25
1014,23
417,599
405,14
544,17
583,184
767,184.4794104
557,184.4794104
353,151
427,184.4794104
931,29
282,5
555,184.4794104
171,304
336,119
554,250
530,81
242,47
431,9
353,13
557,13
969,8
958,5
845,14
544,184.4794104
931,29
931,184.4794104
611,184.4794104
133,184.4794104
293,184.4794104
750,147
404,32
162,62
727,22
958,20
799,184.4794104
841,16
783,49
945,184.4794104
951,11
207,7
226,184.4794104
848,184.4794104
444,12
75,184.4794104
544,184.4794104
962,241
365,475
726,5
544,184.4794104
381,8
507,10
427,184.4794104
958,184.4794104
928,29
179,184.4794104
296,184.4794104
952,6
391,94
848,184.4794104
869,184.4794104
688,184.4794104
353,184.4794104
533,665
421,190
50,252
921,396
787,25
868,25
75,350
75,450
353,12
458,184.4794104
544,46
133,184.4794104
439,25
414,184.4794104
363,184.4794104
534,184.4794104
353,184.4794104
688,2028
125,136
131,56
232,42
903,133
773,8
133,2
750,15
583,91
806,184.4794104
330,184.4794104
931,184.4794104
398,184.4794104
313,184.4794104
652,184.4794104
222,184.4794104
353,184.4794104
903,125
750,633
793,245
242,184.4794104
279,152
554,90
357,67
945,111
776,45
945,452
544,184.4794104
786,7
527,184.4794104
360,184.4794104
865,184.4794104
801,184.4794104
52,184.4794104
839,98
903,940
783,1408
66,35
750,27
660,26
779,896
799,184.4794104
783,112
875,52
133,184.4794104
179,6
976,9
512,4
444,175
78,184.4794104
555,184.4794104
783,1953
930,567
125,720
903,518
962,140
279,62
783,48
227,1543
801,184.4794104
404,7
313,11
668,9
313,184.4794104
287,184.4794104
82,6
931,184.4794104
931,184.4794104
726,176
79,777
583,1152
381,37
363,872
263,116
832,64
125,11
903,20
509,87
544,184.4794104
555,184.4794104
949,8
630,184.4794104
544,184.4794104
98,184.4794104
353,184.4794104
242,154
230,1057
776,699
279,261
239,21
544,44
1014,7
526,150
397,19
353,22
50,28
649,184.4794104
776,31
832,184.4794104
799,184.4794104
903,184.4794104
52,184.4794104
259,1024
787,41
66,187
783,281
858,200
357,88
931,11
544,19
133,184.4794104
22,57
902,184.4794104
660,184.4794104
346,184.4794104
971,184.4794104
253,184.4794104
52,184.4794104
111,184.4794104
956,3089
783,632
439,64
776,372
131,149
239,27
750,188
458,14
357,13
783,191
827,5
133,184.4794104
239,184.4794104
652,184.4794104
389,184.4794104
86,184.4794104
16,184.4794104
258,17
841,279
404,77
750,38
706,184.4794104
783,65
507,30
75,13
509,232
323,77
846,184.4794104
544,184.4794104
84,184.4794104
931,184.4794104
848,184.4794104
475,184.4794104
287,184.4794104
903,585
799,5046
66,171
779,874
133,184.4794104
544,7
868,184.4794104
652,7
353,184.4794104
114,184.4794104
970,184.4794104
473,184.4794104
91,184.4794104
595,184.4794104
147,184.4794104
943,184.4794104
363,184.4794104
521,76
750,131
750,34
760,13
353,48
79,72
554,184.4794104
769,18
945,54
723,184.4794104
554,6
95,20
272,184.4794104
583,15
613,184.4794104
832,184.4794104
848,184.4794104
903,450
272,108
921,441
706,184.4794104
896,15
722,42
242,12
858,80
451,24
260,184.4794104
903,184.4794104
604,78
903,214
544,40
943,184.4794104
439,184.4794104
135,184.4794104
398,62
783,219
921,184
418,124
75,72
750,6
75,56
507,23
663,16
16,184.4794104
353,114
50,18
387,184.4794104
432,3
46,184.4794104
393,184.4794104
353,184.4794104
903,962
783,255
750,184.4794104
846,6
760,14
866,16
750,8
799,15
572,184.4794104
969,184.4794104
596,27
427,184.4794104
502,184.4794104
111,184.4794104
170,184.4794104
331,184.4794104
52,184.4794104
845,60
179,61
363,40
903,139
397,714
832,184.4794104
583,141
279,28
75,18
572,184.4794104
162,184.4794104
313,184.4794104
595,184.4794104
583,184.4794104
1017,184.4794104
398,184.4794104
353,184.4794104
750,683
260,23
458,177
688,252
279,55
217,40
858,81
783,66
776,184.4794104
507,8
832,184.4794104
430,184.4794104
563,184.4794104
361,638
987,7
958,7
52,6
125,2007
75,511
760,19
903,55
626,184.4794104
439,4
544,35
951,46
242,7
496,5
824,53
976,6
544,6
846,184.4794104
964,184.4794104
353,184.4794104
200,184.4794104
363,2217
903,1261
783,395
279,51
750,184.4794104
512,25
931,11
162,184.4794104
842,16
846,184.4794104
841,17
555,184.4794104
583,18
381,33
1014,184.4794104
936,184.4794104
135,184.4794104
242,173
544,29
799,52
858,81
544,16
866,18
544,184.4794104
800,184.4794104
95,184.4794104
983,13
133,184.4794104
95,8
60,184.4794104
37,11
754,184.4794104
931,184.4794104
147,184.4794104
962,375
783,1475
750,152
509,87
767,184.4794104
750,539
728,30
353,8
903,33
962,12
759,67
125,18
563,184.4794104
147,184.4794104
363,184.4794104
931,184.4794104
563,184.4794104
122,425
362,1200
841,140
783,640
971,16
903,799
374,7
551,64
708,5
890,184.4794104
945,76
50,21
318,184.4794104
832,184.4794104
360,184.4794104
544,184.4794104
251,184.4794104
567,5
405,470
239,195
472,40
363,226
931,50
263,10
750,9
943,184.4794104
760,7
675,184.4794104
353,14
824,184.4794104
777,184.4794104
563,184.4794104
353,184.4794104
776,184.4794104
362,178
945,13947
842,113
217,4
882,83
554,101
1014,11
242,12
458,68
903,62
725,184.4794104
1006,184.4794104
976,8
147,184.4794104
147,184.4794104
368,184.4794104
1002,184.4794104
799,1510
439,32
279,31
971,37
858,47
162,24
283,15
230,116
353,81
958,184.4794104
133,184.4794104
783,17
962,77
160,33
675,184.4794104
727,184.4794104
583,184.4794104
1007,732
356,1489
162,402
750,417
239,367
100,301
79,112
956,34
846,8
397,215
583,228
845,24
75,184.4794104
252,184.4794104
234,184.4794104
46,184.4794104
551,184.4794104
783,184.4794104
903,986
389,1590
439,97
691,158
618,514
421,129
357,5
512,7
555,184.4794104
353,184.4794104
544,184.4794104
734,184.4794104
734,184.4794104
848,184.4794104
360,184.4794104
279,184.4794104
962,3444
242,59
458,166
663,66
356,172
750,158
717,14
278,184.4794104
779,107
986,184.4794104
236,184.4794104
544,3
832,184.4794104
458,184.4794104
936,184.4794104
57,184.4794104
52,184.4794104
688,846
930,383
57,184.4794104
903,503
603,16
230,84
68,184.4794104
1020,184.4794104
444,589
825,106
544,7
458,184.4794104
147,184.4794104
762,184.4794104
353,184.4794104
832,184.4794104
353,184.4794104
845,45
783,22
131,60
179,55
772,187
625,187
357,64
850,398
259,184.4794104
478,7
715,11
356,126
287,184.4794104
846,184.4794104
313,184.4794104
98,184.4794104
555,184.4794104
776,1182
706,38
799,196
767,184.4794104
776,184.4794104
52,5
776,13
507,184.4794104
835,6
758,184.4794104
544,5
427,184.4794104
576,184.4794104
353,184.4794104
353,184.4794104
353,184.4794104
104,184.4794104
783,259
389,1327
179,23
77,452
767,184.4794104
309,6
812,86
1014,184.4794104
544,184.4794104
706,7
958,184.4794104
125,9
962,9
776,4
544,8
47,184.4794104
147,184.4794104
841,1247
762,42
930,72
583,917
224,63
398,23
397,110
353,24
554,56
793,11
239,50
958,184.4794104
734,184.4794104
903,11
675,184.4794104
314,5
931,184.4794104
726,10
446,126
454,34
66,985
903,339
731,32
324,61
931,10
897,36
845,17
353,33
544,10
675,184.4794104
668,184.4794104
91,184.4794104
630,184.4794104
151,184.4794104
441,312
353,597
750,170
750,9
760,15
958,13
353,30
825,27
427,184.4794104
397,184.4794104
389,184.4794104
675,184.4794104
133,5
313,184.4794104
779,184.4794104
563,184.4794104
146,184.4794104
180,49
783,480
131,186
258,61
750,184.4794104
858,46
968,13
853,10
75,7
297,184.4794104
313,7
675,184.4794104
349,184.4794104
261,184.4794104
292,184.4794104
958,184.4794104
353,184.4794104
688,2921
1007,1540
750,351
903,1186
260,184.4794104
162,6
376,38
776,184.4794104
767,7
507,17
104,11
675,184.4794104
498,184.4794104
776,184.4794104
721,184.4794104
169,184.4794104
104,184.4794104
841,1002
131,106
930,102
760,11
362,184.4794104
998,366
799,116
554,32
767,184.4794104
653,56
812,24
353,25
675,184.4794104
583,17
733,184.4794104
242,184.4794104
313,184.4794104
381,69
365,419
903,448
68,91
544,29
133,42
398,126
357,10
135,32
903,71
832,184.4794104
793,8
374,13
397,37
193,184.4794104
353,184.4794104
198,184.4794104
783,1109
699,5199
242,15
363,53
903,80
133,5
750,184.4794104
999,14
700,15
903,43
1017,184.4794104
615,20
592,184.4794104
632,184.4794104
583,184.4794104
848,184.4794104
272,184.4794104
783,115
418,452
381,54
783,1964
673,35
846,184.4794104
776,32
353,12
484,5
832,184.4794104
544,5
208,184.4794104
983,184.4794104
475,184.4794104
776,184.4794104
596,92
111,184.4794104
381,18
943,23
783,583
357,58
50,19
25,184.4794104
618,109
583,47
431,184.4794104
968,184.4794104
958,18
287,17
489,184.4794104
762,184.4794104
727,184.4794104
47,184.4794104
903,305
133,91
663,16
404,30
458,10
850,38
444,135
799,38
544,184.4794104
472,5
783,19
832,184.4794104
238,184.4794104
848,184.4794104
444,184.4794104
563,184.4794104
964,184.4794104
783,4876
554,302
