brand_id,name,avg_rating
147,BOSTREET WOMEN MAROON SOLID STRAIGHT MINI SKIRT,4.101225866
943,VAN HEUSEN WOMAN WOMEN BLACK SOLID DOUBLE BREASTED BLAZERS,4.101225866
363,HERE&NOW KIDS-GIRLS PINK & BLUE EMBROIDERED READY TO WEAR LEHENGA & BLOUSE WITH DUPATTA,4.101225866
521,LOOM LEGACY GOLD-TONED WOVEN DESIGN BANARSI JACQUARD DUPATTA,4.552631579
750,THE ROADSTER LIFESTYLE CO WOMEN BLUE SOLID BOYFRIEND FIT HIGH-RISE STRETCHABLE JEANS,4.198473282
750,ROADSTER WOMEN DUSTY PINK SOLID CORDUROY PADDED JACKET,4.441176471
760,RUTE PLUS SIZE WOMEN BEIGE SELF DESIGN OPEN FRONT SHRUG,3.769230769
353,H&M WOMEN BLACK SOLID HOODIE,4.3125
79,ANUBHUTEE WOMEN GREY & BLACK GEOMETRIC PRINTED STRAIGHT KURTI,3.736111111
554,MAST & HARBOUR WOMEN CREAM-COLOURED SINGLE-BREASTED SELF DESIGN SMART CASUAL BLAZER,4.101225866
769,SAKA DESIGNS GIRLS CREAM-COLOURED & PINK PRINTED READY TO WEAR LEHENGA & BLOUSE WITH,3.277777778
945,VARANGA FLORAL NET I-SPY LACE KURTA SET,3.574074074
723,RAISIN WOMEN PURPLE JACQUARD BANARASI BROCADE A-LINE BLAZER WITH TROUSER,4.101225866
554,MAST & HARBOUR WOMEN BLUE PURE COTTON REGULAR TROUSERS,4.833333333
95,ATHENA WOMEN BLACK SHORTS,4.6
272,FABALLEY WOMEN PRETTY PINK PRINTED CUT OUT JUMPSUIT,4.101225866
583,MITERA FUCHSIA STRIPED SEQUINNED SAREE,3.933333333
613,NATILENE GIRLS TURQUOISE BLUE PRINTED MINI LENGTH SKIRTS,4.101225866
832,SOCH BLUE & ORANGE EMBROIDERED ART SILK UNSTITCHED DRESS MATERIAL,4.101225866
848,STYLI PINK LONGLINE TOP,4.101225866
903,TOKYO TALKIES WOMEN TAUPE & WHITE STRAIGHT FIT STRIPED PEG TROUSERS,3.982222222
272,FABALLEY WOMEN BLACK SOLID PLAYSUIT,4.037037037
921,U&F RED & WHITE PRINTED ACCORDION PLEAT MAXI FLARED SKIRT,4.074829932
706,PUMA WOMEN BLACK SOLID A-LINE SKIRTS,4.101225866
896,TIARA WOMEN GREY SOLID MATERNITY NURSING PONCHO,3.666666667
722,RAIN & RAINBOW WOMEN GREEN & PINK FLORAL PRINT PLEATED COTTON TUNIC,4.333333333
242,DUPATTA BAZAAR PINK & GOLD-TONED WOVEN DESIGN BANARASI PURE SILK DUPATTA,4
858,SUTA PEACH BLUE WARLI PRINTED PURE COTTON SAREE,4.5125
451,KAPPA WOMEN RED COLOURBLOCKED SPORTY JACKET,3.458333333
260,ETHNIC JUNCTION NAVY BLUE & GOLD-TONED EMBROIDERED UNSTITCHED DRESS MATERIAL,4.101225866
903,TOKYO TALKIES WOMEN BLACK SWEATSHIRT,4.101225866
604,MYSHKA WOMEN PINK FLORAL PRINTED PURE COTTON KURTA WITH SHARARA & DUPATTA,3.935897436
903,TOKYO TALKIES MINT GREEN TANK TIE UP CROP TOP,4.322429907
544,MANGO WOMEN BLUE SKINNY FIT STRETCHABLE JEANS,4.2
943,VAN HEUSEN WOMAN WOMEN GREY CHECKED SINGLE BREASTED BLAZERS,4.101225866
439,JUNIPER WOMEN YELLOW CAMBRIC PRINTED TOP WITH PALAZZOS,4.101225866
135,BITIYA BY BHAMA GIRLS PINK & WHITE PRINTED READY TO WEAR LEHENGA &,4.101225866
398,INDYA BLUE SOLID DUPATTA,4.193548387
783,SASSAFRAS BURGUNDY DOBBY WEAVE MAXI FLARED SKIRT,4.337899543
921,U&F WOMEN OLIVE GREEN SOLID ACCORDION PLEATED SMOCKED BASIC JUMPSUIT,4.369565217
418,JAIPUR KURTI WOMEN WHITE REGULAR FIT SOLID REGULAR TROUSERS,4.225806452
75,ANOUK WOMEN PINK & GOLD-TONED ETHNIC MOTIFS PRINTED GOTTA PATTI KURTA,3.597222222
750,ROADSTER WOMEN PURE COTTON NAVY BLUE DENIM JACKET,4
75,ANOUK MAROON FLORAL PURE GEORGETTE BHAGALPURI SAREE,3.553571429
507,LEVIS X DEEPIKA PADUKONE WOMEN WHITE SUPER WIDE LEG JEANS,4.565217391
663,PANCHHI SEA GREEN & GOLD-TONED EMBROIDERED SEQUINNED SEMI-STITCHED LEHENGA & UNSTITCHED BLOUSE WITH DUPATTA,4.125
16,AARIKA GIRLS RED PRINTED PURE COTTON FLARED MAXI SKIRTS,4.101225866
353,H&M GIRLS BEIGE COTTON JERSEY CROPPED TOP,4.5
50,ALL ABOUT YOU RUST RED FLORAL YOKE DESIGN PURE COTTON A-LINE KURTI,3.555555556
387,IKI CHIC WOMEN BLUE PRINTED TOP WITH TROUSERS,4.101225866
432,JOE HAZEL WOMEN BLACK SOLID SHRUG,5
46,ALAYA BY STAGE3 WOMEN BLACK & GOLD STRIPED LUREX BLAZERS,4.101225866
393,INDIAN HERITAGE PINK & WHITE PRINTED SILK CREPE UNSTITCHED DRESS MATERIAL,4.101225866
353,H&M WOMEN GREEN PLUS SIZE MOTIF-FRONT SWEATSHIRT,4.101225866
903,TOKYO TALKIES WOMEN MUSTARD SELF DESIGN SWEATER,4.4002079
783,SASSAFRAS WOMEN RED PURE COTTON SOLID CAPRI JUMPSUIT WITH BELT,3.97254902
750,ROADSTER WOMEN OLIVE GREEN DENIM JACKET,4.101225866
846,STYLEE LIFESTYLE NAVY BLUE & PINK FLORAL GEORGETTE EMBROIDERED UNSTITCHED DRESS MATERIAL,3.666666667
760,RUTE WOMEN WHITE SHRUG,3.857142857
866,SZTORI WOMEN PLUS SIZE MAROON & NAVY BLUE ETHNIC MOTIFS PRINTED KURTI,4.8125
750,ROADSTER WOMEN BLUE SLIM FLARED HIGH-RISE STRETCHABLE JEANS,4.25
799,SHAE BY SASSAFRAS RED & GOLD-COLOURED ETHNIC MOTIFS WOVEN DESIGN BANARASI DUPATTA,4.4
572,MINOS GIRLS PINK SOLID NET FLARED SKIRTS,4.101225866
969,WARTHY ENT BLUE & RED SEMI-STITCHED LEHENGA & UNSTITCHED BLOUSE WITH DUPATTA,4.101225866
596,MONTREZ WOMEN BLUE HIGH-RISE DENIM SHORTS,3.481481481
427,JC COLLECTION WOMEN GREY & BEIGE PRINTED CO-ORDS,4.101225866
502,LC WAIKIKI RED & WHITE FLORAL PRINT TIE-UP NECK TOP,4.101225866
111,BAISACRAFTS WOMEN RED EMBROIDERED PLEATED PURE COTTON KURTA WITH CHURIDAR & DUPATTA,4.101225866
170,CHARUKRITI WOMEN  GREY & COPPER-TONED WOVEN DESIGN ZARI SILK BLEND SAREE,4.101225866
331,GINGER BY LIFESTYLE WOMEN BEIGE PRINTED COTTON JOGGERS TROUSERS,4.101225866
52,ALLEN SOLLY WOMAN WOMEN PINK SOLID BLAZERS,4.101225866
845,STYLE QUOTIENT BY NOI GREEN SOLID CROP SHRUG,4.266666667
179,CLORA CREATION WOMEN WHITE EMBROIDERED DUPATTA,4.049180328
363,HERE&NOW WOMEN WHITE SOLID TAILORED JACKET,4.55
903,TOKYO TALKIES WOMEN OLIVE GREEN CARGOS TROUSERS,3.942446043
397,INDO ERA WOMEN YELLOW FLORAL YOKE DESIGN REGULAR KURTA WITH TROUSERS & WITH DUPATTA,4.144257703
832,SOCH PINK & WHITE PRINTED PURE COTTON UNSTITCHED DRESS MATERIAL,4.101225866
583,MITERA MAROON & GOLDEN ETHNIC MOTIFS SAREE WITH ZARI WORK,3.758865248
279,FABLESTREET WOMEN GREEN SINGLE BREASTED BLAZER,3.285714286
75,ANOUK NAVY BLUE CHECKED CHECKED PURE COTTON A-LINE TOP,4.555555556
572,MINOS GIRLS COFFEE BROWN SOLID FLARED ABOVE KNEE LENGTH SKIRTS,4.101225866
162,CAMPUS SUTRA WOMEN LAVENDER CLOTHING SET,4.101225866
313,FOREVER 21 WOMEN WHITE CINCHED WAIST TOP,4.101225866
595,MONTE CARLO WOMEN BLUE COMFORT STRAIGHT FIT LIGHT FADE STRETCHABLE JEANS,4.101225866
583,MITERA PEACH-COLOURED & SILVER-TONED EMBROIDERED SEQUINNED SEMI-STITCHED LEHENGA & UNSTITCHED BLOUSE WITH,4.101225866
1017,ZIVAME PLUS SIZE WOMEN PINK SLIM FIT SHORTS,4.101225866
398,INDYA PEACH-COLOURED & GOLD-TONED PRINTED BASIC JUMPSUIT,4.101225866
353,H&M WOMEN BEIGE HOODIE,4.101225866
750,ROADSTER WOMEN NAVY BLUE STRIPED CARDIGAN,4.071742313
260,ETHNIC JUNCTION GREEN COTTON BLEND UNSTITCHED DRESS MATERIAL,4.434782609
458,KASSUALLY WOMEN NAVY BLUE LOOSE FIT JOGGERS,4.15819209
688,PLUSS BLACK PUFF SLEEVES PURE COTTON SCHIFFLI REGULAR TOP,4.392857143
279,FABLESTREET BLACK MINI PENCIL SKIRT,4.4
217,DESI WEAVESS GREEN REGULAR TOP,4.325
858,SUTA OLIVE GREEN & BLACK SOLID PURE COTTON SAREE,4.469135802
783,SASSAFRAS RED COLD SHOULDER SLEEVES BASIC JUMPSUIT,4
776,SANGRIA BLUE & YELLOW READY TO WEAR FUSION LEHENGA & CHOLI,4.101225866
507,LEVIS WOMEN BLUE 714 STRAIGHT FIT HIGH-RISE LIGHT FADE STRETCHABLE JEANS,5
832,SOCH WOMEN BLACK FLORAL WOVEN DESIGN SHRUG,4.101225866
430,JINFO WOMEN PINK PALAZZOS,4.101225866
563,MELANGE BY LIFESTYLE BLUE & GOLD-TONED CHANDERI DUPATTA,4.101225866
361,HEEMARA WOMEN PURPLE FLORAL EMBROIDERED SILK CHIFFON KURTA WITH TROUSERS & WITH DUPATTA,4.012539185
987,WOOWZERZ WOMEN TEAL BLUE RIBBED CO-ORDS SET,4
958,VERO MODA WOMEN PINK TAILORED JACKET,4
52,ALLEN SOLLY WOMAN WOMEN BLACK SOLID SINGLE-BREASTED FORMAL BLAZER,4
125,BERRYLUSH BLACK FLORAL HIGH-LOW TRAPEZE TOP,4.166417539
75,ANOUK PURPLE & WHITE STRIPED STRAIGHT KURTA,4.043052838
760,RUTE WOMEN GREY MELANGE SOLID OPEN FRONT SHRUG,4.210526316
903,TOKYO TALKIES WOMEN GREEN EASY WASH TROUSERS,3.509090909
626,NEW BALANCE WOMEN PINK SPORTY RUNNING  JACKET,4.101225866
439,JUNIPER WOMEN GREEN & GOLD-TONED PRINTED TOP WITH PALAZZOS,4.25
544,MANGO WOMEN BLUE STRAIGHT FIT COTTON HIGH-RISE JEANS,3.857142857
951,VASTRANAND LAVENDER FLORAL BEADS AND STONES ORGANZA SAREE,4.282608696
242,DUPATTA BAZAAR OFF WHITE & GOLD-TONED EMBROIDERED DUPATTA,4.571428571
496,LABEL RITU KUMAR TEAL PRINT GEORGETTE TOP,4.4
824,SIRIKIT WOMEN BLACK & WHITE STRIPED JUMPSUIT,3.641509434
976,WHITE FIRE GREEN & WHITE EMBELLISHED SEQUINNED SEMI-STITCHED LEHENGA & UNSTITCHED BLOUSE WITH DUPATTA,4.5
544,MANGO WOMEN YELLOW SINGLE-BREASTED SOLID LONG DESIGN BLAZER,3.5
846,STYLEE LIFESTYLE BLACK & RED PRINTED UNSTITCHED DRESS MATERIAL,4.101225866
964,V-MART GIRLS FUCHSIA PINK TIERED MINI SKIRTS,4.101225866
353,H&M WOMEN GREEN OVERSIZED SWEATSHIRT,4.101225866
200,CROZO BY CANTABIL WOMEN GREY SOLID KNEE LENGTH PENCIL SKIRT,4.101225866
363,HERE&NOW WOMEN WHITE SOLID STRAIGHT KURTA,4.102841678
903,TOKYO TALKIES WOMEN NAVY BLUE & RED COLOURBLOCKED HOODED SWEATSHIRT,4.367961935
783,SASSAFRAS WOMEN NAVY BLUE COTTON RELAXED HIGH-RISE HIGHLY DISTRESSED STRETCHABLE JEANS,4.273417722
279,FABLESTREET WOMEN GREY LOOSE FIT SOLID CULOTTES,4.588235294
750,ROADSTER WOMEN BLUE & OFF WHITE PURE COTTON DENIM JACKET WITH FLORAL EMBROIDERY,4.101225866
512,LILL MAROON SOLID TOP WITH TROUSER CO-ORDS SET,4.4
931,URBANIC WOMEN GREY & BLUE ANIMAL PRINTED LONGLINE SHRUG,4.818181818
162,CAMPUS SUTRA WOMEN BLACK & WHITE SINGLE-BREASTED CASUAL BLAZER,4.101225866
842,STUDIO RASA GOLD-TONED BROCADE KOTI TOP,3.125
846,STYLEE LIFESTYLE NAVY BLUE & YELLOW PRINTED UNSTITCHED DRESS MATERIAL,4.101225866
841,STREET 9 WOMEN RED & WHITE SELF DESIGN PRINTED BASIC JUMPSUIT,4.352941176
555,MAX BLACK PURE COTTON DUPATTA,4.101225866
583,MITERA BLUE ETHNIC MOTIFS ZARI SILK COTTON BANARASI SAREE,4
381,HYPERNATION WOMEN BLACK SOLID SLIM FIT OUTDOOR DENIM SHORTS,3.848484848
1014,ZINK LONDON WOMEN A-LINE PINK SKIRTS,4.101225866
936,V&M MAROON FLORAL PRINT KEYHOLE NECK GEORGETTE TOP,4.101225866
135,BITIYA BY BHAMA GIRLS PEACH-COLOURED & GOLD-TONED THREAD WORK FOIL PRINT READY TO WEAR LEHENGA & BLOUSE WITH,4.101225866
242,DUPATTA BAZAAR BEIGE SILK DUPATTA,4.098265896
544,MANGO WOMEN OLIVE GREEN SOLID LONGLINE FRONT-OPEN SWEATER,3.827586207
799,SHAE BY SASSAFRAS WOMEN CLASSIC WHITE ETHNIC MOTIFS TOP,4.423076923
858,SUTA BLUE GREEN COLOURBLOCKED COTTON BLEND SAREE,4.567901235
544,MANGO WOMEN BLACK HIGH-RISE TROUSERS,3.9375
866,SZTORI WOMEN PLUS SIZE YELLOW SOLID TOP,4.555555556
544,MANGO WOMEN BLACK & OLIVE GREEN SOLID REVERSIBLE PADDED JACKET,4.101225866
800,SHAFTESBURY LONDON WOMEN NAVY BLUE SOLID SLIM-FIT FORMAL BLAZER WITH EMBELLISHED DETAIL,4.101225866
95,ATHENA WOMEN BRIGHT ORANGE PRINTED T-SHIRT WITH TROUSERS,4.101225866
983,WISSTLER WOMEN RUST PRINTED LONGLINE SHRUG,4
133,BIBA WOMEN PINK & GOLD-TONED UNSTITCHED DRESS MATERIAL,4.101225866
95,ATHENA WOMEN BLACK SOLID CUT-OUT DETAIL BASIC JUMPSUIT,3.625
60,AMIRTHA FASHION GIRLS GOLD-TONED & BLUE EMBELLISHED BEADS AND STONES READY TO WEAR LEHENGA &,4.101225866
37,AHALYAA WOMEN BLACK FLORAL PLEATED PURE COTTON KURTI WITH TROUSERS,3.181818182
754,ROSALINE BY ZIVAME WOMEN BLUE PRINTED SHORTS,4.101225866
931,URBANIC WOMEN WHITE SOLID PATCHWORK KNEE LENGTH A-LINE SKIRTS,4.101225866
147,BOSTREET WOMEN BLUE WIDE LEG HIGHLY DISTRESSED JEANS,4.101225866
962,VISHUDH GREEN PRINTED A-LINE TUNIC,3.845333333
783,SASSAFRAS WOMEN BLUE & OFF-WHITE PRINTED BLOUSON CROP TOP,4.237966102
750,ROADSTER WOMEN BLUE WASHED REGULAR FIT DENIM SHORTS,4.486842105
509,LIBAS NAVY BLUE & WHITE PURE COTTON ETHNIC MOTIF PRINT SAREE,4.540229885
767,SAFAA WOMEN OFF-WHITE VISCOSE ACRYLIC WOVEN DESIGN SUIT UNSTITCHED DRESS MATERIAL FOR WINTER,4.101225866
750,ROADSTER WOMEN BLUE FLARED HIGH-RISE CLEAN LOOK JEANS,4.126159555
728,RANGMANCH BY PANTALOONS WOMEN GOLD WOVEN DESIGN,4.366666667
353,H&M WOMEN BEIGE V-NECK SWEATER VEST,3.75
903,TOKYO TALKIES WOMEN BLACK CROP LEATHER JACKET,4.545454545
962,VISHUDH WOMEN MAROON LONGLINE KNITTED SHRUG,4.5
759,RUSTORANGE WOMEN MUSTARD YELLOW FLORAL PRINTED ANGRAKHA KURTI WITH SHARARA,4.208955224
125,BERRYLUSH WOMEN RED & WHITE HALTER NECK FLORAL PRINT PLAYSUIT,4.5
563,MELANGE BY LIFESTYLE WOMEN PINK PRINTED MAXI SKIRTS,4.101225866
147,BOSTREET WOMEN WHITE TOP WITH SHORTS,4.101225866
363,HERE&NOW GREEN & BLUE SEMI-STITCHED LEHENGA & UNSTITCHED BLOUSE WITH DUPATTA,4.101225866
931,URBANIC WOMEN MULTICOLOURED PRINTED SINGLE-BREASTED CASUAL BLAZER,4.101225866
563,MELANGE BY LIFESTYLE WOMEN WHITE COMFORT HIGH-RISE TROUSERS,4.101225866
122,BELLE FILLE MAROON SPORTY JACKET,3.816470588
362,HER BY INVICTUS WHITE & BLACK FLORAL MONOCHROME SMART CASUAL TOP,4.19
841,STREET 9 WOMEN PINK PRINTED SWEATSHIRT,4.435714286
783,SASSAFRAS WOMEN BLUE JOGGER HIGH-RISE CLEAN LOOK CROPPED JEANS,4.184375
971,WEAVERS VILLA BEIGE EMBROIDERED DUPATTA,4.25
903,TOKYO TALKIES WOMEN RED SOLID REGULAR SHORTS,4.51689612
374,HOUSE OF PATAUDI GIRLS BEIGE & RED PRINTED READY TO WEAR LEHENGA & BLOUSE WITH DUPATTA,3.857142857
551,MARKS & SPENCER WOMEN GREY JOGGERS TROUSERS,4.609375
708,PURPLE STATE BLACK & SILVER YOKE PRINT THREAD WORK ATTACHED DUPATTA BASIC JUMPSUIT & BELT,3.6
890,THE SOULED STORE WOMEN GREEN SOILD CO-ORDS,4.101225866
945,VARANGA WOMEN LAVENDER ETHNIC MOTIFS PRINTED PANELLED GOTTA PATTI PURE COTTON KURTI WITH SHARARA & WITH,3.986842105
50,ALL ABOUT YOU NAVY BLUE FLORAL YOKE DESIGN PURE COTTON KURTI,4.238095238
318,FRANCLO WOMEN BLACK SOLID KNEE LENGTH PENCIL SKIRTS,4.101225866
832,SOCH GREEN EMBROIDERED UNSTITCHED DRESS MATERIAL,4.101225866
360,HEART UP MY SLEEVES WOMEN PINK & BLUE PARTY LONGLINE SHRUG,4.101225866
544,MANGO WOMEN WHITE SINGLE-BREASTED SOLID BLAZER,4.101225866
251,ELORA WOMEN GREEN EMBELLISHED SEQUINNED PURE GEORGETTE BHAGALPURI SAREE,4.101225866
567,MF NAVY BLUE & PINK PURE COTTON UNSTITCHED DRESS MATERIAL,3
405,IRA SOLEIL WOMEN BLACK PRINTED CROP TAILORED JACKET,4.206382979
239,DRESSBERRY WOMEN GREEN SELF DESIGN EMBROIDERED PULLOVER,4.420512821
472,KIPEK WOMEN WHITE PRINTED STRAIGHT KURTI,4.65
363,HERE&NOW WOMEN GREEN & WHITE ETHNIC MOTIFS PRINTED KURTA,4.10619469
931,URBANIC WOMEN BLUE STRAIGHT FIT HIGH-RISE JEANS,3.06
263,ETHNOVOGUE PINK MADE TO MEASURE LEHENGA & BLOUSE,4.4
750,THE ROADSTER LIFESTYLE CO WOMEN GREEN SELF DESIGN CO-ORD SET,4.777777778
943,VAN HEUSEN WOMAN YELLOW SOLID SINGLE-BREASTED CASUAL BLAZER,4.101225866
760,RUTE WOMEN WHITE SHRUG,4.428571429
675,PATRORNA WOMEN ROSE PINK SOLID KNEE LENGTH FRILLED WRAP SKIRTS,4.101225866
353,H&M WOMEN BEIGE SWEATSHIRT SHORTS,4.785714286
824,SIRIKIT BLACK & BLUE OFF-SHOULDER FLORAL PRINTED JUMPSUIT,4.101225866
777,SANWARA WHITE ETHNIC MOTIFS WOVEN DESIGN PURE SILK DUPATTA WITH ZARI,4.101225866
563,MELANGE BY LIFESTYLE WOMEN OFF WHITE HIGH-RISE TROUSERS,4.101225866
353,H&M WOMEN BLUE STAND-UP COLLAR SATIN BLOUSE,4.101225866
776,SANGRIA TURQUOISE BLUE & PINK FLORAL SATIN READY TO WEAR SAREE,4.101225866
362,HER BY INVICTUS WOMEN BLACK SOLID SEMI-SHEER TOP,3.651685393
945,VARANGA MUSTARD MARIGOLD COTTON STRAIGHT KURTA,3.839607084
842,STUDIO RASA WOMEN BROCADE AND NET SEQUINS EMBROIDERED PEPLUM TOP,3.814159292
217,DESI WEAVESS WOMEN OFF-WHITE & ORANGE FLORAL PRINTED MATERNITY OPEN FRONT SHRUG,3
882,THE DRY STATE WOMEN PURPLE SOLID SHIRT COLLAR CROPPED BASIC JUMPSUIT,4.192771084
554,MAST & HARBOUR WOMEN GREY MELANGE SOLID REGULAR FIT REGULAR SHORTS,4.316831683
1014,ZINK LONDON WOMEN BLUE SOLID OPEN FRONT JACKET,4.727272727
242,DUPATTA BAZAAR SILVER-TONED SOLID DUPATTA,4.666666667
458,KASSUALLY WOMEN BLACK SOLID KNITTED SWEATER,3.720588235
903,TOKYO TALKIES WOMEN WHITE CARGOS TROUSERS,4.241935484
725,RAJGRANTH ORANGE EMBROIDERED CHANDERI TOP WITH ORGANZA DUPATTA DRESS MATERIAL,4.101225866
1006,ZALORA WORK WOMEN GREEN SINGLE-BREASTED BOXY BLAZER,4.101225866
976,WHITE FIRE BLUE & SILVER-TONED THREAD WORK SEMI-STITCHED LEHENGA & UNSTITCHED BLOUSE WITH DUPATTA,3.25
147,BOSTREET WOMEN BLACK SOLID TOP WITH SHORTS,4.101225866
147,BOSTREET WOMEN BLACK WIDE LEG SLITS JEANS,4.101225866
368,HIVE91 WOMEN BROWN ANIMAL PRINTED MAXI FLARED SKIRTS,4.101225866
1002,ZAINAB CHOTTANI BLACK & PINK FLORAL PURE GEORGETTE SAREE,4.101225866
799,SHAE BY SASSAFRAS WOMEN TEAL BLUE & OFF-WHITE STRIPED CROPPED TROUSERS,3.99205298
439,JUNIPER WOMEN BLACK & RED CAMBRIC PRINTED TOP WITH PALAZZOS,3.71875
279,FABLESTREET BEIGE PLEATED MIDI SKIRT,4.322580645
971,WEAVERS VILLA BLACK EMBROIDERED DUPATTA,4.432432432
858,SUTA GOLD-TONED SOLID ZARI PURE LINEN SAREE,4.808510638
162,CAMPUS SUTRA WOMEN BEIGE SOLID COMFORT-FIT CASUAL BLAZER,3.041666667
283,FABRIC FITOOR PINK FLORAL REGULAR TOP,4.133333333
230,DOLCE CRUDO WOMEN BLACK SLIM FIT HIGH-RISE JEANS,4.103448276
353,H&M  WOMEN WHITE SOLID COLLARED JUMPER,4.50617284
958,VERO MODA WOMEN BLUE FLORAL LIGHTWEIGHT TAILORED JACKET,4.101225866
133,BIBA WOMEN BLUE & PEACH COLOURED PRINTED UNSTITCHED DRESS MATERIAL,4.101225866
783,SASSAFRAS WOMEN ENCHANTING SEA GREEN SOLID PLAYSUIT,4.294117647
962,VISHUDH WOMEN BLACK & TEAL BLUE CHECKED PURE COTTON KURTA WITH PALAZZO & DUPATTA,4.064935065
160,CAMEY WOMEN WHITE SELF-DESIGN SHEER OPEN FRONT SHRUG,4.333333333
675,PATRORNA WOMEN FUCHSIA SOLID MINI SKIRTS,4.101225866
727,RANG GALI MAROON SOLID ASYMMETRIC HEMLINE TOP,4.101225866
583,MITERA BLUE EMBROIDERED SEQUINNED SEMI-STITCHED LEHENGA & UNSTITCHED BLOUSE WITH DUPATTA,4.101225866
1007,ZASTRAA WOMEN BLACK PARALLEL TROUSERS,4.144808743
356,HARPA WOMEN DUSTY PINK SOLID TOP,3.792478173
162,CAMPUS SUTRA WOMEN BLACK SOLID WINDCHEATER JACKET,4.014925373
750,ROADSTER WOMEN BLUE HIGH-RISE SUPER SKINNY FIT CLEAN LOOK STRETCHABLE JEANS,4.211031175
239,DRESSBERRY WOMEN BLUE WASHED REGULAR FIT DENIM SHORTS,4.392370572
100,AURELIA BLUE & SILVER PRINTED PURE COTTON DUPATTA,4.205980066
79,ANUBHUTEE MAROON & WHITE GEOMETRIC PRINTED PLEATED KURTI,4.125
956,VENI VIDI VICI WOMEN CHARMING MAROON SOLID JUMPSUIT,3.647058824
846,STYLEE LIFESTYLE BLACK & GOLD-TONED EMBROIDERED SEMI-STITCHED DRESS MATERIAL,3.75
397,INDO ERA WOMEN GREEN ETHNIC MOTIFS PRINTED PANELLED GOTTA PATTI PURE COTTON KURTA WITH TROUSERS & WITH,4.227906977
583,MITERA RED & GREEN ETHNIC MOTIFS ZARI SILK BLEND FUSION BANARASI SAREE,4.065789474
845,STYLE QUOTIENT WOMEN STRIKING SILVER SELF-DESIGN BLING AND SPARKLY SHRUG,4.25
75,ANOUK MAROON & PURPLE READY TO WEAR PRINTED FUSION LEHENGA & BLOUSE WITH DUPATTA,4.101225866
252,EMEROS NAVY BLUE & WHITE PRINTED WRAP-STYLE JUMPSUIT,4.101225866
234,DORIYA WOMEN BROWN PALAZZOS,4.101225866
46,ALAYA BY STAGE3 WOMEN BLACK MONOCHROME TAILORED FIT DOUBLE BREASTED CROP BLAZER,4.101225866
551,MARKS & SPENCER WOMEN WHITE PRINTED SWEATSHIRT,4.101225866
783,SASSAFRAS BROWN CROP WAISTCOAT,4.101225866
903,TOKYO TALKIES WOMEN GREY SELF DESIGN A-LINE TOP,4.021298174
389,INDDUS MAGENTA PINK SOLID SILK BLEND EMBROIDERED BORDER SAREE,4.375471698
439,JUNIPER MUSTARD YELLOW & GREEN BANDHANI PRINT DUPATTA,3.927835052
691,POPNETIC WOMEN BLACK SOLID PURE COTTON BOLERO JACKET,4.170886076
618,NAYO WOMEN MUSTARD PRINTED STRAIGHT KURTA WITH PLAZZO  & DUPATTA,4.250972763
421,JANASYA WOMEN BLUE & WHITE FLORAL RUFFLES PEPLUM TOP,3.984496124
357,HARVARD WOMEN BLACK REGULAR FIT STRETCHABLE JEANS,2.8
512,LILL WOMEN MAROON TOP WITH TROUSERS,5
555,MAX WOMEN ORANGE PALAZZOS,4.101225866
353,H&M WOMEN BLACK OVERSIZED SWEATSHIRT,4.101225866
544,MANGO BLACK SOLID HIGH NECK FUSEAU JUMPSUIT,4.101225866
734,READIPRINT FASHIONS GIRLS PURPLE & WHITE PRINTED READY TO WEAR LEHENGA & BLOUSE WITH DUPATTA,4.101225866
734,READIPRINT FASHIONS CREAM-COLOURED EMBROIDERED SEMI-STITCHED DRESS MATERIAL,4.101225866
848,STYLI WOMEN BURGUNDY SOLID PENCIL SKIRTS,4.101225866
360,HEART UP MY SLEEVES WOMEN WHITE LONGLINE WATERFALL SHRUG,4.101225866
279,FABLESTREET WOMEN NAVY BLUE COMFORT STRAIGHT FIT HIGH-RISE TROUSERS,4.101225866
962,VISHUDH WOMEN WHITE & NAVY BLUE PRINTED ANARKALI KURTA,4.259872242
242,DUPATTA BAZAAR OFF-WHITE SOLID DUPATTA,4.084745763
458,KASSUALLY WOMEN BLACK SOLID REGULAR FIT DENIM SHORTS,4.530120482
663,PANCHHI RED CODDING EMBROIDERED SEMI-STITCHED LEHENGA & UNSTITCHED CHOLI WITH DUPATTA,4.363636364
356,HARPA WOMEN MUSTARD YELLOW SOLID FITTED TOP,4.226744186
750,ROADSTER WOMEN BLACK COWL NECK RIBBED PULLOVER,4.462025316
717,QURVII WOMEN WHITE & BLACK PRINTED LONGLINE SHRUG,3.285714286
278,FABINDIA PINK YOKE DESIGN V-NECK KURTI,4.101225866
779,SAREE MALL GREEN & GOLD-TONED WOVEN DESIGN ZARI SILK BLEND BANARASI SAREES,4.168224299
986,WOODS WOMEN BLUE WATER RESISTANT PUFFER JACKET,4.101225866
236,DREAM OF GLORY INC WOMEN BROWN SKIRTS,4.101225866
544,MANGO WOMEN PINK PLEATED TROUSERS,4.333333333
832,SOCH GREEN & WHITE EMBROIDERED UNSTITCHED DRESS MATERIAL,4.101225866
458,KASSUALLY WOMEN MUSTARD YELLOW SOLID CO-ORDS,4.101225866
936,V&M OLIVE GREEN BASIC JUMPSUIT,4.101225866
